"name", "artist", "popularity", "genres", "danceability", "energy", "key","loudness", "mode", "speechiness", "acousticness", "instrumentalness","liveness", "valence", "tempo"
Fauré: Requiem (Sanctus) - Faultline Rework,Gabriel Fauré,40,['orchestra'],0.257,0.298,8,-17.193,1,0.0519,0.178,0.892,0.0943,0.0554,170.082
"Pavane, Op.50",Gabriel Fauré,34,['orchestra'],0.137,0.0326,6,-29.102,0,0.0379,0.928,0.916,0.162,0.0755,82.806
L'Apprenti sorcier,Paul Dukas,23,['orchestra'],0.465,0.26,5,-22.257,0,0.0448,0.931,0.878,0.139,0.654,95.607
"Pelléas et Mélisande, Op.80: 4. Sicilienne",Gabriel Fauré,25,['orchestra'],0.105,0.046,7,-28.136,0,0.0473,0.963,0.968,0.104,0.0536,171.953
"Clarinet Concerto in A Major, K. 622: I. Allegro",Wolfgang Amadeus Mozart,25,['orchestra'],0.362,0.12,9,-20.538,1,0.0426,0.97,0.629,0.0718,0.213,129.116
"Rhapsody On a Theme of Paganini, Op. 43: V. Variation XVIII",Sergei Rachmaninoff,56,"['classical', 'classical performance', 'orchestral performance']",0.123,0.0386,1,-25.577,1,0.0374,0.968,0.939,0.0865,0.0573,174.824
"Rachmaninov: Piano Concerto No. 3 in D Minor, Op. 30: II. Intermezzo",Sergei Rachmaninoff,44,"['classical', 'classical performance', 'orchestral performance']",0.133,0.0426,5,-27.609,0,0.0372,0.988,0.881,0.369,0.0358,80.867
"Prelude a l'apres-midi d'un faune, L. 86",Claude Debussy,42,"['classical', 'classical performance', 'orchestral performance']",0.0709,0.0155,1,-32.939,1,0.0435,0.949,0.785,0.0924,0.0315,76.646
Cavalleria rusticana: Intermezzo,Pietro Mascagni,28,"['classical', 'classical performance', 'orchestral performance']",0.15,0.235,5,-16.237,1,0.0395,0.727,0.9,0.223,0.0505,73.979
Symphony No. 5: IV. Adagietto. Sehr langsam,Gustav Mahler,40,"['classical', 'classical performance', 'orchestral performance']",0.0618,0.00639,5,-34.643,1,0.0443,0.715,0.0967,0.113,0.0342,66.029
