zipcodes_rotterdam$city,zipcodes_rotterdam$zip,lon,lat
ROTTERDAM,3034 EL,4.4970618,51.930822
ROTTERDAM,3033GD,4.4654671,51.9272078
ROTTERDAM,3082 TE,4.4709932,51.8907836
ROTTERDAM,3032RL,4.4751214,51.9293415
ROTTERDAM,3024EJ,4.4623102,51.90540319999999
ROTTERDAM,3067PS,4.5585716,51.9439726
ROTTERDAM,3054RK,4.487027,51.96212509999999
ROTTERDAM,3027BD,4.4777326,51.9244201
ROTTERDAM,3075RD,4.5020293,51.8831114
ROTTERDAM,3032AW,4.4772921,51.9298527
ROTTERDAM,3053 ZN,4.472724200000001,51.96353389999999
ROTTERDAM,3025EM,4.4425276,51.9090661
ROTTERDAM,3054TN,4.49358,51.9633167
ROTTERDAM,3034EL,4.4970618,51.930822
ROTTERDAM,3052KV,4.4727764,51.94954790000001
ROTTERDAM,3039 NJ,4.4664782,51.9303707
ROTTERDAM,3036LB,4.4830131,51.9403507
ROTTERDAM,3043 AH,4.4266004,51.9375663
ROTTERDAM,3066SB,4.5573959,51.94070139999999
ROTTERDAM,3033VA,4.4683,51.9294502
ROTTERDAM,3076CL,4.521731,51.8797796
ROTTERDAM,3066BD,4.5484391,51.9374829
ROTTERDAM,3078JS,4.540846699999999,51.8935457
ROTTERDAM,3024BD,4.4568052,51.9073822
ROTTERDAM,3061AX,4.5039867,51.9298945
ROTTERDAM,3053TK,4.4652389,51.9553317
ROTTERDAM,3069PC,4.5513807,51.9646135
ROTTERDAM,3011NP,4.4894892,51.9234027
ROTTERDAM,3038CA,4.4681054,51.9346981
ROTTERDAM,3069RA,4.540508099999999,51.96245039999999
ROTTERDAM,3037XT,4.4718493,51.9343677
ROTTERDAM,3039DA,4.4576403000000004,51.934463
ROTTERDAM,3051GJ,4.4813619,51.9450661
ROTTERDAM,3037VW,4.473706,51.9360271
ROTTERDAM,3068WS,4.5525379,51.9618532
ROTTERDAM,3078CK,4.5564446,51.8891178
ROTTERDAM,3055 WS,4.5024697,51.9663142
ROTTERDAM,3069HJ,4.5360623,51.9628677
ROTTERDAM,3079VL,4.547074100000001,51.8790467
ROTTERDAM,3073PV,4.5056069,51.8917765
ROTTERDAM,3066GK,4.5426798,51.9297743
ROTTERDAM,3012JS,4.4723567,51.9194504
ROTTERDAM,3012VE,4.476823,51.9135345
ROTTERDAM,3014LA,4.465366299999999,51.9222002
ROTTERDAM,3012XV,4.4778061,51.9137938
ROTTERDAM,3066 AJ,4.5509781,51.9385796
ROTTERDAM,3042SX,4.4329952,51.9377532
ROTTERDAM,3055 SC,4.5088254,51.9612832
ROTTERDAM,3021SZ,4.4587233,51.9186513
ROTTERDAM,3022EB,4.4522699,51.9221058
ROTTERDAM,3042 AS,4.428760899999999,51.9337727
ROTTERDAM,3039VM,4.454823699999999,51.9328497
ROTTERDAM,3000BD,4.4777326,51.9244201
ROTTERDAM,3016CN,4.4769337,51.90663199999999
ROTTERDAM,3069GT,4.5453392,51.9632131
ROTTERDAM,3034CJ,4.487613,51.9299771
ROTTERDAM,3075CK,4.4979759,51.8875752
ROTTERDAM,3083SL,4.4844701,51.8895576
ROTTERDAM,3051XS,4.466285000000001,51.9454703
ROTTERDAM,3085DK,4.4876942,51.8743463
ROTTERDAM,3066GH,4.5418986,51.930335
ROTTERDAM,3076BG,4.5288584,51.8799757
ROTTERDAM,3034WB,4.4883172,51.93038689999999
ROTTERDAM,3074NB,4.510470600000001,51.8911927
ROTTERDAM,3051XT,4.4675443,51.9457678
ROTTERDAM,3051CK,4.4768137,51.9448512
ROTTERDAM,3062 BN,4.5163627,51.9275149
ROTTERDAM,3039SE,4.457431000000001,51.9340388
ROTTERDAM,3021HJ,4.4584917,51.9143798
ROTTERDAM,3011 GB,4.4853356,51.9188406
ROTTERDAM,3025HB,4.4480867,51.90871509999999
ROTTERDAM,3024CH,4.4585183,51.9053553
ROTTERDAM,3062SK,4.5295035,51.9207981
ROTTERDAM,3063JE,4.5220216,51.90847369999999
ROTTERDAM,3082VT,4.4656574000000004,51.8888632
ROTTERDAM,3011XG,4.485723999999999,51.9161469
ROTTERDAM,3086RL,4.4624183,51.8718848
ROTTERDAM,3051ND,4.475552,51.9432324
ROTTERDAM,3054HA,4.4947704,51.958337
ROTTERDAM,3082PJ,4.4607547,51.8863887
ROTTERDAM,3052BX,4.4665998,51.953526599999996
ROTTERDAM,3086HT,4.467025599999999,51.875948
ROTTERDAM,3042TH,4.4354415,51.9369191
ROTTERDAM,3051HG,4.4794204,51.9468488
ROTTERDAM,3007AC,4.4777326,51.9244201
ROTTERDAM,3053 WJ,4.4791526,51.96009609999999
ROTTERDAM,3056 LK,4.5189937,51.9561363
ROTTERDAM,3032XJ,4.482967599999999,51.9274426
ROTTERDAM,3051RC,4.483836699999999,51.9449593
ROTTERDAM,3065SB,4.5382817,51.9216798
ROTTERDAM,3085ZK,4.4777326,51.9244201
ROTTERDAM,3075WK,4.5160659,51.8888253
ROTTERDAM,3063AJ,4.5151889,51.9190748
ROTTERDAM,3071BK,4.5090911,51.9067868
ROTTERDAM,3062HN,4.5195774,51.9251747
ROTTERDAM,3032SM,4.4719029,51.9317344
ROTTERDAM,3043TP,4.4218689,51.94321739999999
ROTTERDAM,3015 XE,4.4669143,51.9133405
ROTTERDAM,3021AM,4.461615,51.9229348
ROTTERDAM,3036MP,4.483995999999999,51.9377605
ROTTERDAM,3016BM,4.4779664,51.9087434
ROTTERDAM,3037 AJ,4.4754739,51.939915
ROTTERDAM,3015BD,4.467533299999999,51.91576329999999
ROTTERDAM,3069KK,4.5285574,51.9634604
ROTTERDAM,3082PX,4.4604224,51.885595
ROTTERDAM,3014ZE,4.464242899999999,51.9160251
ROTTERDAM,3191CA,4.3540017,51.866181
ROTTERDAM,3023EL,4.4522351,51.9112021
ROTTERDAM,3079DK,4.5412157,51.8770181
ROTTERDAM,3025 BJ,4.4444455,51.90632189999999
ROTTERDAM,3066GN,4.5412437,51.9326853
ROTTERDAM,3085ZR,4.4777326,51.9244201
ROTTERDAM,3021NA,4.4565756,51.9121534
ROTTERDAM,3079 ZG,4.5599063,51.8825625
ROTTERDAM,3035TG,4.4742899,51.9330564
ROTTERDAM,3077GV,4.5650442,51.8994613
ROTTERDAM,3042SM,4.436109399999999,51.93765260000001
ROTTERDAM,3023JM,4.4493734,51.9104333
ROTTERDAM,3062KA,4.511000699999999,51.9213987
ROTTERDAM,3036XG,4.4780432,51.9365641
ROTTERDAM,3085XC,4.499823300000001,51.8734498
ROTTERDAM,3034CT,4.490003499999999,51.9311369
ROTTERDAM,3082NL,4.4709131,51.888293
ROTTERDAM,3022SE,4.4479805,51.9179727
ROTTERDAM,3062WK,4.5113732,51.9239183
ROTTERDAM,3078JE,4.5426142,51.8938101
ROTTERDAM,3063JG,4.5229555,51.9075188
ROTTERDAM,3038TE,4.4653501,51.935036
ROTTERDAM,3039RB,4.4583043,51.935403
ROTTERDAM,3074KD,4.5076819,51.89487519999999
ROTTERDAM,3062 KL,4.5109047,51.9218474
ROTTERDAM,3068 BW,4.5311343,51.95805
ROTTERDAM,3001HG,4.4777326,51.9244201
ROTTERDAM,3074HZ,4.5154381,51.8949869
ROTTERDAM,3038EE,4.4643451,51.9315765
ROTTERDAM,3023ZJ,4.4551906,51.9095537
ROTTERDAM,3055WC,4.505205399999999,51.9640966
ROTTERDAM,3086 RB,4.4624625,51.8725594
ROTTERDAM,3081KL,4.4829062,51.8936444
ROTTERDAM,3023 KJ,4.4511654,51.9144116
ROTTERDAM,3079XK,4.557614099999999,51.87926539999999
ROTTERDAM,3051XM,4.4703135,51.9447827
ROTTERDAM,3054GD,4.4941538,51.9556897
ROTTERDAM,3082JT,4.462466399999999,51.88721109999999
ROTTERDAM,3079BD,4.532890600000001,51.88255789999999
ROTTERDAM,3031SG,4.49154,51.9248116
ROTTERDAM,3061EP,4.507927899999999,51.9276229
ROTTERDAM,3063AA,4.512838299999999,51.9181046
ROTTERDAM,3011ML,4.4917842,51.9198517
ROTTERDAM,3032VJ,4.4743726,51.9311334
ROTTERDAM,3023RM,4.4484546,51.91615179999999
ROTTERDAM,3074BH,4.5110694,51.89251849999999
ROTTERDAM,3059XS,4.5823763,51.9831843
ROTTERDAM,3035CG,4.4781501,51.934875
ROTTERDAM,3054BJ,4.4904228,51.9560208
ROTTERDAM,3055WN,4.505497699999999,51.9647729
ROTTERDAM,3051SE,4.4705885,51.9441376
ROTTERDAM,3054GA,4.4943427,51.9557001
ROTTERDAM,3065BB,4.541850999999999,51.9228201
ROTTERDAM,3082LD,4.4718963,51.8892355
ROTTERDAM,3029NH,4.4453592,51.9029405
ROTTERDAM,3077PV,4.572321,51.890793
ROTTERDAM,3039DJ,4.4581449,51.9346737
ROTTERDAM,3055 NG,4.5048685,51.95606720000001
ROTTERDAM,3085 VG,4.4962616,51.8765779
ROTTERDAM,3072TK,4.5044391,51.9009452
ROTTERDAM,3063DL,4.514498,51.917227
ROTTERDAM,3055NC,4.5075106,51.9548735
ROTTERDAM,3079RN,4.4777326,51.9244201
ROTTERDAM,3033EG,4.4714068,51.9275418
ROTTERDAM,3028 JB,4.420832499999999,51.9177077
ROTTERDAM,3062ZP,4.5249667,51.923893
ROTTERDAM,3087 EK,4.463230600000001,51.8959722
ROTTERDAM,3029NC,4.4464086,51.9027871
ROTTERDAM,3055GK,4.5091607,51.9567914
ROTTERDAM,3012HX,4.4764149,51.9200482
ROTTERDAM,3033BL,4.4752515,51.9272301
ROTTERDAM,3039 AP,4.4657353,51.9290166
ROTTERDAM,3028BR,4.419379,51.9143249
ROTTERDAM,3072XD,4.5001167,51.9027643
ROTTERDAM,3038LB,4.4678019,51.9324755
ROTTERDAM,3067RJ,4.549918,51.9447383
ROTTERDAM,3072BA,4.4968308,51.8984519
ROTTERDAM,3039NM,4.465015999999999,51.92864240000001
ROTTERDAM,3037TP,4.4717460000000004,51.9337287
ROTTERDAM,3077 TT,4.564083999999999,51.8939715
ROTTERDAM,3033 GD,4.4654671,51.9272078
ROTTERDAM,3035SM,4.479220199999999,51.93373270000001
ROTTERDAM,3026SV,4.4426786,51.9122583
ROTTERDAM,3054LR,4.4955242,51.95627529999999
ROTTERDAM,3069EX,4.5317159,51.9611194
ROTTERDAM,3075KJ,4.5156105,51.8845882
ROTTERDAM,3039XM,4.458793,51.9272361
ROTTERDAM,3075DC,4.503462799999999,51.8803806
ROTTERDAM,3066GC,4.541561199999999,51.9312674
ROTTERDAM,3077DC,4.565533299999999,51.8870064
ROTTERDAM,3011KT,4.482472,51.92533539999999
ROTTERDAM,3031SR,4.490505199999999,51.9249385
ROTTERDAM,3055ZR,4.5047787,51.9576754
ROTTERDAM,3068EH,4.5514013,51.96116199999999
ROTTERDAM,3079XN,4.5553368,51.8783235
ROTTERDAM,3069 ZB,4.5771944,51.9702592
ROTTERDAM,3062KN,4.5133081,51.92459789999999
ROTTERDAM,3011ZD,4.4844379,51.9237325
ROTTERDAM,3069CD,4.547807,51.9627454
ROTTERDAM,3061WE,4.5112977,51.92406159999999
ROTTERDAM,3062RH,4.5222883,51.92256099999999
ROTTERDAM,3069RJ,4.5405012,51.96281889999999
ROTTERDAM,3031VG,4.4921127,51.9289058
ROTTERDAM,3045 PK,4.4647191,51.9459344
ROTTERDAM,3083TJ,4.4782755,51.8862648
ROTTERDAM,3076HJ,4.521851799999999,51.8734973
ROTTERDAM,3051 AT,4.4857613,51.9468976
ROTTERDAM,3077SJ,4.5677388,51.8967116
ROTTERDAM,3028EV,4.4244979,51.9155625
ROTTERDAM,3039JN,4.4606664,51.928752
ROTTERDAM,3067JM,4.538029799999999,51.9450125
ROTTERDAM,3081 PC,4.491612,51.8898279
ROTTERDAM,3076RK,4.5143054,51.87773809999999
ROTTERDAM,3033GG,4.4673987,51.9273128
ROTTERDAM,3062TG,4.514508,51.9234473
ROTTERDAM,3069 AL,4.557083,51.9647078
ROTTERDAM,3059PC,4.591649299999999,51.98317549999999
ROTTERDAM,3062 WB,4.512533599999999,51.9233067
ROTTERDAM,3068NN,4.5383806,51.9533835
ROTTERDAM,3067XK,4.5405997,51.94216369999999
ROTTERDAM,3055 WB,4.5045514,51.9640557
ROTTERDAM,3085PB,4.4834925,51.8709702
ROTTERDAM,3032RB,4.4747051,51.9290776
ROTTERDAM,3007JA,4.4777326,51.9244201
ROTTERDAM,3086 PG,4.4663111,51.8775065
ROTTERDAM,3053 ND,4.4765195,51.962224
ROTTERDAM,3053 HG,4.4720654,51.96230629999999
ROTTERDAM,3062TB,4.5126142,51.925141000000004
ROTTERDAM,3039HJ,4.4580119,51.9305648
ROTTERDAM,3022GG,4.4429339,51.9201705
ROTTERDAM,3034ZA,4.4990692,51.9337226
ROTTERDAM,3073ES,4.5010677,51.8950592
ROTTERDAM,3079TN,4.5445255,51.8755408
ROTTERDAM,3012KG,4.4763149,51.9170901
ROTTERDAM,3022 EJ,4.446298899999999,51.9212222
ROTTERDAM,3056LB,4.4908511,51.9454983
ROTTERDAM,3082TE,4.4709932,51.8907836
ROTTERDAM,3015 XA,4.469698699999999,51.9157802
ROTTERDAM,3069RV,4.5779397,51.97251139999999
ROTTERDAM,3021XG,4.4630732,51.9142362
ROTTERDAM,3051TA,4.4752817,51.9429337
ROTTERDAM,3021XE,4.4567218,51.9149231
ROTTERDAM,3010HB,4.4777326,51.9244201
ROTTERDAM,3039 SK,4.4590109,51.9321727
ROTTERDAM,3024NH,4.4606466,51.9071519
ROTTERDAM,3052PC,4.4737954,51.9523693
ROTTERDAM,3035EN,4.4751083,51.9321369
ROTTERDAM,3034ZB,4.4998894,51.9334231
ROTTERDAM,3028SM,4.4197397,51.9164762
ROTTERDAM,3062LC,4.5128644,51.9227429
ROTTERDAM,3037 LD,4.4733636,51.93855929999999
ROTTERDAM,3022XC,4.4481296,51.9198795
ROTTERDAM,3021BD,4.4599169,51.91857090000001
ROTTERDAM,3012GC,4.4752577,51.9183313
ROTTERDAM,3085EH,4.487075300000001,51.8726157
ROTTERDAM,3038CC,4.4657177,51.93413109999999
ROTTERDAM,3031SC,4.491408799999999,51.9248285
ROTTERDAM,3068CC,4.5478884,51.9545034
ROTTERDAM,3028TR,4.4204032,51.9167154
ROTTERDAM,3038BN,4.4631088,51.9358364
ROTTERDAM,3021EH,4.4631685,51.91455149999999
ROTTERDAM,3031AT,4.4863599,51.9250327
ROTTERDAM,3069SL,4.540932,51.9638916
ROTTERDAM,3069ZJ,4.5808269,51.9713897
ROTTERDAM,3062 DA,4.517036,51.9280323
ROTTERDAM,3076RB,4.5138558,51.8814471
ROTTERDAM,3081JW,4.4787171,51.8931716
ROTTERDAM,3027CL,4.4354925,51.9152925
ROTTERDAM,3073 HH,4.4955973,51.893247
ROTTERDAM,3068 PE,4.5477145,51.9575763
ROTTERDAM,3062XB,4.5105406,51.9226267
ROTTERDAM,3065AB,4.541045899999999,51.923111
ROTTERDAM,3077 SP,4.5655331,51.8901974
ROTTERDAM,3015 LJ,4.475993799999999,51.9128539
ROTTERDAM,3064AK,4.5526833,51.9101965
ROTTERDAM,3067BL,4.5513218,51.9435527
ROTTERDAM,3073DL,4.498346199999999,51.8901487
ROTTERDAM,3044ER,4.414989400000001,51.9257494
ROTTERDAM,3027SN,4.4326147,51.91733660000001
ROTTERDAM,3062 XC,4.5099475,51.9217324
ROTTERDAM,3055 AN,4.497370099999999,51.9593005
ROTTERDAM,3042 CC,4.4331858,51.9321997
ROTTERDAM,3033 HB,4.4669078,51.9257269
ROTTERDAM,3022ZA,4.4528323,51.9188294
ROTTERDAM,3074 EB,4.5105721,51.897908
ROTTERDAM,3015GE,4.4684784,51.9107729
ROTTERDAM,3012JH,4.4740733,51.9172435
ROTTERDAM,3061GG,4.5094745,51.92883
ROTTERDAM,3014CA,4.4630648,51.9224249
ROTTERDAM,3085BT,4.4807426,51.86979849999999
ROTTERDAM,3076JE,4.531083,51.8699245
ROTTERDAM,3043 LA,4.4429794,51.9366832
ROTTERDAM,3039KL,4.460522099999999,51.9265846
ROTTERDAM,3025CB,4.4436099,51.9059736
ROTTERDAM,3021VL,4.4582545,51.9160139
ROTTERDAM,3025NH,4.4375563,51.9111743
ROTTERDAM,3083SR,4.4839624,51.88879859999999
ROTTERDAM,3066AB,4.5490756,51.9384402
ROTTERDAM,3079XR,4.555686199999999,51.879063
ROTTERDAM,3043RL,4.4230673,51.93888570000001
ROTTERDAM,3085NM,4.4878643,51.8760105
ROTTERDAM,3051 XP,4.4684316,51.9450556
ROTTERDAM,3052NS,4.4665592,51.9526724
ROTTERDAM,3068 CL,4.544867,51.95503009999999
ROTTERDAM,3041JE,4.4443338,51.9324334
ROTTERDAM,3023KB,4.4508421,51.9152809
ROTTERDAM,3076TC,4.5172968,51.8732479
ROTTERDAM,3034NV,4.4886216,51.9333466
ROTTERDAM,3062 GX,4.518165199999999,51.9267822
ROTTERDAM,3032SK,4.4730343,51.931159
ROTTERDAM,3061WV,4.5009575,51.92571890000001
ROTTERDAM,3065 SJ,4.5571392,51.92310879999999
ROTTERDAM,3051GW,4.477225,51.9453667
ROTTERDAM,3039HH,4.4573481,51.93101799999999
ROTTERDAM,3079ND,4.5515114,51.88333
ROTTERDAM,3022ZE,4.4516453,51.9192873
ROTTERDAM,3039NC,4.4648986,51.9286954
ROTTERDAM,3012EG,4.474218599999999,51.9222514
ROTTERDAM,3031SM,4.490434899999999,51.9255492
ROTTERDAM,3053TM,4.4638708,51.9567771
ROTTERDAM,3053HP,4.4704709,51.960586
ROTTERDAM,3026AB,4.4474212,51.9099592
ROTTERDAM,3077 XD,4.5716753,51.89355699999999
ROTTERDAM,3068AA,4.5342916,51.9565089
ROTTERDAM,3011P,4.493312,51.9227037
ROTTERDAM,3082ZM,4.468755499999999,51.8858223
ROTTERDAM,3068WX,4.5523965,51.9608545
ROTTERDAM,3071VC,4.494012500000001,51.9123271
ROTTERDAM,3012BT,4.475670300000001,51.91518850000001
ROTTERDAM,3011NR,4.4896864,51.9229907
ROTTERDAM,3078 EE,4.5582457,51.8914945
ROTTERDAM,3085 EW,4.491647299999999,51.8734597
ROTTERDAM,3085DW,4.4890485,51.874887
ROTTERDAM,3069LG,4.5464533,51.9689828
ROTTERDAM,3025HC,4.4480013,51.90793240000001
ROTTERDAM,3022PC,4.4481904,51.92044629999999
ROTTERDAM,3012 VA,4.478113599999999,51.9165557
ROTTERDAM,3067XT,4.5368192,51.94211840000001
ROTTERDAM,3082DL,4.464881099999999,51.8941335
ROTTERDAM,3021RJ,4.4570165,51.9210468
ROTTERDAM,3016DK,4.4822574,51.9092798
ROTTERDAM,3072CG,4.499304599999999,51.8982638
ROTTERDAM,3939 LK,4.4777326,51.9244201
ROTTERDAM,3042GZ,4.4409449,51.9331612
ROTTERDAM,3073AW,4.506177699999999,51.8900819
ROTTERDAM,3026AD,4.445295199999999,51.910158
ROTTERDAM,3051 GC,4.478994699999999,51.944886
ROTTERDAM,3061TE,4.5048104,51.9227546
ROTTERDAM,3063AH,4.5144243,51.9195276
ROTTERDAM,3053TJ,4.464121,51.95663529999999
ROTTERDAM,3076CR,4.5183142,51.87846889999999
ROTTERDAM,3014 NL,4.464129,51.9215703
ROTTERDAM,3035CB,4.4769326,51.9346768
ROTTERDAM,3078XL,4.5332418,51.890075
ROTTERDAM,3031 PM,4.4864502,51.9263277
ROTTERDAM,3073HZ,4.4962602,51.8942498
ROTTERDAM,3067PG,4.551622399999999,51.9406875
ROTTERDAM,3067GH,4.5368846,51.9463436
ROTTERDAM,3034LP,4.4928887,51.9322825
ROTTERDAM,3067JC,4.5367278,51.9454076
ROTTERDAM,3076AN,4.528550099999999,51.8778701
ROTTERDAM,3072ZC,4.4852033,51.90080810000001
ROTTERDAM,3022PV,4.4470521,51.9206619
ROTTERDAM,3021BJ,4.4598058,51.9183183
ROTTERDAM,3028VM,4.4201609,51.9191943
ROTTERDAM,3076JN,4.5326886,51.8702508
ROTTERDAM,3061DV,4.5018227,51.9290333
ROTTERDAM,3051 BN,4.4854407,51.9476502
ROTTERDAM,3063AD,4.5131196,51.918592
ROTTERDAM,3055VB,4.4955083,51.9614707
ROTTERDAM,3055GM,4.5121281,51.9553304
ROTTERDAM,3062 CC,4.5310706,51.9262926
ROTTERDAM,3012NA,4.4763586,51.9235354
ROTTERDAM,3075MD,4.502479399999999,51.8882923
ROTTERDAM,3011 KT,4.482472,51.92533539999999
ROTTERDAM,3035 SJ,4.4761624,51.9346529
ROTTERDAM,3015 XM,4.4661704,51.9134695
ROTTERDAM,3056LM,4.5181816,51.9590067
ROTTERDAM,3081GK,4.4898585,51.8925292
ROTTERDAM,3028ES,4.423604399999999,51.9152046
ROTTERDAM,3034PG,4.4983928,51.9355691
ROTTERDAM,3085SB,4.4895578,51.8762932
ROTTERDAM,3061AR,4.508622799999999,51.9277719
ROTTERDAM,3051EJ,4.4778278,51.94360959999999
ROTTERDAM,3086WG,4.4718082,51.8700078
ROTTERDAM,3027VG,4.4362368,51.9192715
ROTTERDAM,3073DV,4.5017245,51.8897428
ROTTERDAM,3037RS,4.475475200000001,51.9377037
ROTTERDAM,3052AR,4.4652587,51.9508285
ROTTERDAM,3039AK,4.4643713,51.9274688
ROTTERDAM,3072NK,4.4897222,51.9008158
ROTTERDAM,3077 RG,4.5690203,51.8925588
ROTTERDAM,3053 LD,4.4688164,51.9632248
ROTTERDAM,3024VA,4.4565572,51.9060229
ROTTERDAM,3076HV,4.5211513,51.8714158
ROTTERDAM,3036PW,4.4819736,51.9370888
ROTTERDAM,3029CB,4.4399745,51.90470389999999
ROTTERDAM,3037PB,4.4720971,51.93791119999999
ROTTERDAM,3061CJ,4.4999173,51.9253875
ROTTERDAM,3062 BR,4.5161459,51.9274504
ROTTERDAM,3067 GM,4.5440054,51.9490105
ROTTERDAM,3079EG,4.541928,51.8808435
ROTTERDAM,3081XA,4.484053299999999,51.8929521
ROTTERDAM,3051PK,4.4841397,51.9436313
ROTTERDAM,3081 VE,4.4865261,51.890625
ROTTERDAM,3036BW,4.4777326,51.9244201
ROTTERDAM,3055 WK,4.5025912,51.96458029999999
ROTTERDAM,3027ET,4.4332278,51.918582
ROTTERDAM,3066AK,4.5505287,51.9385045
ROTTERDAM,3067JP,4.5395996,51.9442958
ROTTERDAM,3031AL,4.4865282,51.9282429
ROTTERDAM,3034 SG,NA,NA
ROTTERDAM,3085 VV,4.4981968,51.8763948
ROTTERDAM,3022GH,4.447142599999999,51.9198087
ROTTERDAM,3014JS,4.4666559,51.9209879
ROTTERDAM,3068 JD,4.538730699999999,51.9587253
ROTTERDAM,3067 TT,4.5565377,51.9485694
ROTTERDAM,3012JE,4.4763012,51.9177642
ROTTERDAM,3039 AK,4.4643713,51.9274688
ROTTERDAM,3037 BB,4.473811,51.9380144
ROTTERDAM,3052 XC,4.4735612,51.956727
ROTTERDAM,3028 NL,4.4233186,51.9160876
ROTTERDAM,3051KJ,4.4704485,51.9460062
ROTTERDAM,3086 TN,4.4648033,51.87383620000001
ROTTERDAM,3076 LT,4.5314428,51.87450810000001
ROTTERDAM,3051 HV,4.4810151,51.9456746
ROTTERDAM,3083AL,4.4973399,51.8859434
ROTTERDAM,3051 NH,4.4728052,51.9431302
ROTTERDAM,3073GN,4.494094,51.89212999999999
ROTTERDAM,3083JM,4.480027499999999,51.8879863
ROTTERDAM,3033 XA,4.4651102,51.9268904
ROTTERDAM,3023 TB,4.4529857,51.91424629999999
ROTTERDAM,3071 KM,4.4922549,51.9108126
ROTTERDAM,3062 GM,4.5174645,51.9254287
ROTTERDAM,3085 VP,4.4972116,51.8777447
ROTTERDAM,3012 LA,4.4734436,51.9167532
ROTTERDAM,3054 AJ,4.486826100000001,51.9489282
ROTTERDAM,3055 SM,4.508379,51.9632754
ROTTERDAM,3054SK,4.4777326,51.9244201
ROTTERDAM,3074 CD,4.511113,51.8940109
ROTTERDAM,3037 BD,4.4729098,51.9372793
ROTTERDAM,3014 GP,4.4715698,51.9195431
ROTTERDAM,3076DR,4.5136625,51.8786861
ROTTERDAM,3062 RB,4.522909299999999,51.9220172
ROTTERDAM,3014ZZ,4.4636578,51.9154992
ROTTERDAM,3077PN,4.5710046,51.8920872
ROTTERDAM,3075KH,4.5150388,51.8863548
ROTTERDAM,3085 DD,4.485819100000001,51.8737117
ROTTERDAM,3069CV,4.5447241,51.9641975
ROTTERDAM,3014RB,4.4677931,51.9186957
ROTTERDAM,3037CE,4.4748085,51.9383098
ROTTERDAM,3055NP,4.5075197,51.95663529999999
ROTTERDAM,3073AH,4.508094,51.8908873
ROTTERDAM,3066 HB,4.548337,51.93048899999999
ROTTERDAM,3069DE,4.5314388,51.9634454
ROTTERDAM,3034XL,4.4950836,51.935984500000004
ROTTERDAM,3031AC,4.4870693,51.9273572
ROTTERDAM,3027 GP,4.4416436,51.91793089999999
ROTTERDAM,3039HC,4.4556954,51.9328835
ROTTERDAM,3075 KM,4.5151835,51.8863828
ROTTERDAM,3083KT,4.4741497,51.8841385
ROTTERDAM,3024BJ,4.4599226,51.9063192
ROTTERDAM,3067 MZ,4.5619557,51.94819409999999
ROTTERDAM,3027EP,4.431163199999999,51.9145023
ROTTERDAM,3061GV,4.5069544,51.9290718
ROTTERDAM,3065RC,4.5504855,51.9298931
ROTTERDAM,3063GH,4.5008623,51.9209632
ROTTERDAM,3039ZS,4.4617905,51.9278261
ROTTERDAM,3072 GL,4.5032879,51.9025905
ROTTERDAM,3069 JR,4.5317234,51.962252
ROTTERDAM,3077EM,4.5742639,51.8974311
ROTTERDAM,3076EK,4.5210956,51.8773299
ROTTERDAM,3076ZH,4.5293808,51.8784784
ROTTERDAM,3068EW,4.5551631,51.9607393
ROTTERDAM,3086NG,4.4769951,51.8748841
ROTTERDAM,3067TV,4.5506195,51.93987139999999
ROTTERDAM,3068GZ,4.5713991,51.9648349
ROTTERDAM,3077HB,4.5672912,51.8877917
ROTTERDAM,3036LN,4.4809079,51.9401727
ROTTERDAM,3051GC,4.478994699999999,51.944886
ROTTERDAM,3042VE,4.4383842,51.93667319999999
ROTTERDAM,3038NN,4.4675055,51.9363024
ROTTERDAM,3051 XC,4.4678103,51.94627320000001
ROTTERDAM,3034NT,4.490343999999999,51.93520239999999
ROTTERDAM,3011DB,4.482200499999999,51.9222142
ROTTERDAM,3055PB,4.5071977,51.9537655
ROTTERDAM,3056RK,4.521160699999999,51.95240399999999
ROTTERDAM,3059RP,4.5910893,51.9761786
ROTTERDAM,3055 KA,4.5113372,51.95857840000001
ROTTERDAM,3067MP,4.560686599999999,51.9491829
ROTTERDAM,3022 AE,4.450480499999999,51.9165904
ROTTERDAM,3036ZL,4.4860238,51.9345401
ROTTERDAM,3079TB,4.549427,51.8766995
ROTTERDAM,3077ZB,4.554615699999999,51.9031631
ROTTERDAM,3037TE,4.4772247,51.9374836
ROTTERDAM,3082MC,4.4693811,51.8879126
ROTTERDAM,3024TE,4.4536918,51.906144
ROTTERDAM,3032TD,4.4748969,51.9310925
ROTTERDAM,3027KE,4.4385131,51.91817529999999
ROTTERDAM,3015 CL,4.4678964,51.9143549
ROTTERDAM,3078RN,4.5512349,51.88804709999999
ROTTERDAM,3037RV,4.4752907,51.93819670000001
ROTTERDAM,3067AG,4.5499123,51.9419248
ROTTERDAM,3051 TT,4.4749017,51.9423105
ROTTERDAM,3012BR,4.4772753,51.9156054
ROTTERDAM,3085TB,4.4908607,51.8728604
ROTTERDAM,3043KK,4.4274783,51.94276
ROTTERDAM,3068GW,4.5717186,51.9656731
ROTTERDAM,3067AH,4.5520254,51.9416971
ROTTERDAM,3038BR,4.4627159,51.9365524
ROTTERDAM,3021VT,4.4565981,51.91598279999999
ROTTERDAM,3067HJ,4.542290299999999,51.9427511
ROTTERDAM,3028GE,4.4171402,51.9156908
