zipcodes_rotterdam$city,zipcodes_rotterdam$zip,lon,lat
ROTTERDAM,3024 EB,4.4630709,51.9072788
ROTTERDAM,3035KD,4.4863502,51.9320438
ROTTERDAM,3029BD,4.4777326,51.9244201
ROTTERDAM,3068 HR,4.5621326,51.9623164
ROTTERDAM,3012BK,4.479414,51.91622419999999
ROTTERDAM,3023GE,4.4508845,51.9139419
ROTTERDAM,3021HD,4.4606659,51.9146756
ROTTERDAM,3069WC,4.5657896,51.9684093
ROTTERDAM,3015 EJ,4.4647575,51.9122
ROTTERDAM,3022GB,4.4465297,51.9199207
ROTTERDAM,3043BP,4.4214626,51.9364096
ROTTERDAM,3085DR,4.4854729,51.8743203
ROTTERDAM,3053JK,4.467925399999999,51.9640987
ROTTERDAM,3083LH,4.4721419,51.8871611
ROTTERDAM,3045 LP,4.4525494,51.9401215
ROTTERDAM,3079RJ,4.544859199999999,51.8840915
ROTTERDAM,3065 SC,4.550348899999999,51.9216135
ROTTERDAM,3071 PK,4.5016414,51.91609709999999
ROTTERDAM,3011 ZX,4.4918023,51.9225934
ROTTERDAM,3062 ZH,4.5172251,51.9242764
ROTTERDAM,3061 KN,4.5048365,51.9325256
ROTTERDAM,3012HD,4.4748676,51.9210789
ROTTERDAM,3074 ZP,4.5050541,51.8970038
ROTTERDAM,3025 NM,4.4384024,51.9103362
ROTTERDAM,3042BJ,4.4263542,51.9313979
ROTTERDAM,3023BA,4.456820899999999,51.9087307
ROTTERDAM,3021HA,4.462463,51.9149325
ROTTERDAM,3066GM,4.540369800000001,51.9327599
ROTTERDAM,3038AB,4.4696324,51.9311325
ROTTERDAM,3011 HB,4.4777326,51.9244201
ROTTERDAM,3014GR,4.471671,51.9188608
ROTTERDAM,3011 MN,4.4920575,51.91999759999999
ROTTERDAM,3021GM,4.461695,51.9134073
ROTTERDAM,3036HH,4.4813627,51.9349268
ROTTERDAM,3072 MH,4.4853581,51.9039554
ROTTERDAM,3036 ER,4.4826524,51.939485
ROTTERDAM,3029 CD,4.4396317,51.90373040000001
ROTTERDAM,3023BC,4.45333,51.9130715
ROTTERDAM,3025 RP,4.4430926,51.9098436
ROTTERDAM,3024 EP,4.4644191,51.90390069999999
ROTTERDAM,3082RD,4.4689587,51.8950823
ROTTERDAM,3016AJ,4.4741875,51.9101882
ROTTERDAM,3061 ZC,4.509720499999999,51.92368130000001
ROTTERDAM,3021 WN,4.4624314,51.9129367
ROTTERDAM,3012 BT,4.475670300000001,51.91518850000001
ROTTERDAM,3026 TH,4.4453979,51.9121902
ROTTERDAM,3021 WJ,4.4624627,51.912119
ROTTERDAM,3055 AS,4.497193,51.9616272
ROTTERDAM,3014 NC,4.4648192,51.9198139
ROTTERDAM,3021 RA,4.458673,51.9210869
ROTTERDAM,3059 WC,4.5831604,51.9686732
ROTTERDAM,3056 LC,4.4944362,51.9458762
ROTTERDAM,3062 JA,4.516068499999999,51.9239442
ROTTERDAM,3062ZG,4.5293003,51.9223067
ROTTERDAM,3061 JJ,4.503462700000001,51.9314006
ROTTERDAM,3061 DK,4.5006518,51.93163120000001
ROTTERDAM,3035VK,4.4852113,51.9322777
ROTTERDAM,3062GL,4.5171397,51.9249319
ROTTERDAM,3053 DA,4.4661712,51.9595277
ROTTERDAM,3068ZB,4.536038599999999,51.9595148
ROTTERDAM,3053ZM,4.4715285,51.9636594
ROTTERDAM,3036 BD,4.4796419,51.93876969999999
ROTTERDAM,3067KX,4.5529041,51.9499819
ROTTERDAM,3067BX,4.5538367,51.9436245
ROTTERDAM,3053CN,4.4690169,51.9569792
ROTTERDAM,3053 BK,4.4778332,51.96129939999999
ROTTERDAM,3022 GD,4.4447827,51.9200415
ROTTERDAM,3016 BB,4.476487800000001,51.907842
ROTTERDAM,3042 NK,4.430562399999999,51.932484
ROTTERDAM,3077MJ,4.5249504,51.8974661
ROTTERDAM,3039 PB,4.4614986,51.929999
ROTTERDAM,3067 KX,4.5529041,51.9499819
ROTTERDAM,3024 PG,4.4506935,51.9049696
ROTTERDAM,3052 NV,4.4664597,51.95255479999999
ROTTERDAM,3038SR,4.4632707,51.93644889999999
ROTTERDAM,3073HP,4.497036899999999,51.8939141
ROTTERDAM,3075LP,4.519814999999999,51.8887632
ROTTERDAM,3024 AR,4.451821199999999,51.90804379999999
ROTTERDAM,3051 JM,4.4754456,51.948472
ROTTERDAM,3077BG,4.554400999999999,51.9014178
ROTTERDAM,3068BL,4.5443551,51.9567253
ROTTERDAM,3033XA,4.4651102,51.9268904
ROTTERDAM,3022 MC,4.4498995,51.9214487
ROTTERDAM,3027 RN,4.4338118,51.9157193
ROTTERDAM,3026 BA,4.4407215,51.9120178
ROTTERDAM,3067 DD,4.561678199999999,51.9435091
ROTTERDAM,3027GK,4.4405948,51.91872249999999
ROTTERDAM,3039 JJ,4.4581425,51.9312759
ROTTERDAM,3059 SJ,4.5914983,51.9900507
ROTTERDAM,3061 BC,4.5113486,51.9289069
ROTTERDAM,3055WG,4.5061991,51.96387929999999
ROTTERDAM,3012 CH,4.4743451,51.9181714
ROTTERDAM,3036 EH,4.484261,51.939767
ROTTERDAM,3038 NP,4.467602299999999,51.9358357
ROTTERDAM,3077 GG,4.559692000000001,51.9005293
ROTTERDAM,3061 TH,4.5062411000000004,51.9239249
ROTTERDAM,3074 NT,4.5105582,51.8926585
ROTTERDAM,3079 SC,4.5310291,51.8849713
ROTTERDAM,3068LG,4.5661514,51.9597738
ROTTERDAM,3061 HD,4.5058392,51.92959380000001
ROTTERDAM,3071 JX,4.4956556,51.9100924
ROTTERDAM,3035 TJ,4.4756084,51.9332913
ROTTERDAM,3051 CC,4.478465,51.9444684
ROTTERDAM,3052 XS,4.4774237,51.9556603
ROTTERDAM,3031 ZH,4.4894308,51.9285078
ROTTERDAM,3021 XW,4.4584831,51.913391
ROTTERDAM,3038 AR,4.464672699999999,51.9347431
ROTTERDAM,3063 AK,4.515853600000001,51.9185314
ROTTERDAM,3039JE,4.4569353,51.9326956
ROTTERDAM,3054 CM,4.4831929,51.9574306
ROTTERDAM,3055 EV,4.4957148,51.96646089999999
ROTTERDAM,3078 BN,4.558878099999999,51.8871305
ROTTERDAM,3076 SP,4.515530099999999,51.8744933
ROTTERDAM,3082 LB,4.4725418,51.89035519999999
ROTTERDAM,3068DC,4.5508004,51.95905440000001
ROTTERDAM,3067 GJ,4.5449908,51.9476603
ROTTERDAM,3039 GA,4.458186899999999,51.9354561
ROTTERDAM,3067 HA,4.5411204,51.9461764
ROTTERDAM,3059RB,4.591221,51.986804
ROTTERDAM,3075 TR,4.5084357,51.886782
ROTTERDAM,3072VK,4.5033172,51.9010986
ROTTERDAM,3076CM,4.5220679,51.8781191
ROTTERDAM,3061 PS,4.5018888,51.9278922
ROTTERDAM,3311 VX,4.4777326,51.9244201
ROTTERDAM,3028VL,4.4201055,51.91974219999999
ROTTERDAM,3076LZ,4.5317671,51.875952
ROTTERDAM,3021NS,4.4610886,51.9110925
ROTTERDAM,3061VM,4.5025555,51.9235647
ROTTERDAM,3061GC,4.5097064,51.9288677
ROTTERDAM,3079AL,4.5363716,51.885891
ROTTERDAM,3055SK,4.5099237,51.962415
ROTTERDAM,3032RE,4.4742188999999994,51.92867829999999
ROTTERDAM,3055 PA,4.5057141,51.95450049999999
ROTTERDAM,3037 XV,4.4714189,51.9340857
ROTTERDAM,3079NE,4.548443199999999,51.88351489999999
ROTTERDAM,3012GT,4.4729198,51.91892439999999
ROTTERDAM,3076DS,4.511756,51.8796337
ROTTERDAM,3082MA,4.4692748,51.8881364
ROTTERDAM,3038XL,4.460658899999999,51.9347565
ROTTERDAM,3053MK,4.4740639,51.9613421
ROTTERDAM,3039WP,4.455740899999999,51.9285873
ROTTERDAM,3055 AK,4.4972106,51.95927229999999
ROTTERDAM,3042AS,4.428760899999999,51.9337727
ROTTERDAM,3063AB,4.5129791,51.9183393
ROTTERDAM,3055 KB,4.5110063,51.9583872
ROTTERDAM,3016DR,4.4824527,51.9096858
ROTTERDAM,3054 NS,4.4933986,51.95781419999999
ROTTERDAM,3054CN,4.4815068,51.9580738
ROTTERDAM,3069ST,4.5410379,51.9636856
ROTTERDAM,3063EH,4.4984187,51.9224997
ROTTERDAM,3078ZX,4.5363279,51.893576
ROTTERDAM,3073BR,4.504297,51.8941217
ROTTERDAM,3039PT,4.4659891,51.9308253
ROTTERDAM,3079CK,4.533914200000001,51.8829608
ROTTERDAM,3076BM,4.5250917,51.8817548
ROTTERDAM,3078 AB,4.550279,51.8871145
ROTTERDAM,3069GC,4.5436951,51.9632014
ROTTERDAM,3027KM,4.4376749,51.9172607
ROTTERDAM,3053LP,4.4696552,51.96347400000001
ROTTERDAM,3086LE,4.466747,51.8703997
ROTTERDAM,3015CE,4.4638037,51.9119318
ROTTERDAM,3076 PP,4.5198423,51.8798106
ROTTERDAM,3011KW,4.4958572,51.9233792
ROTTERDAM,3032 TB,4.475982699999999,51.9306066
ROTTERDAM,3012LE,4.4764642,51.913307
ROTTERDAM,3079KH,4.5568417,51.8809858
ROTTERDAM,3037 GC,4.4695912,51.9352849
ROTTERDAM,3071KG,4.4953737,51.9125801
ROTTERDAM,3071AW,4.499779699999999,51.9095303
ROTTERDAM,3015GC,4.4592057999999994,51.90936079999999
ROTTERDAM,3053ZS,4.471956,51.96482229999999
ROTTERDAM,3077CR,4.5548555,51.8996323
ROTTERDAM,3035AX,4.4761635,51.9338799
ROTTERDAM,3067VV,4.542659,51.94402119999999
ROTTERDAM,3079NP,4.5513461,51.88440749999999
ROTTERDAM,3062 PB,4.5214094,51.9206399
ROTTERDAM,3076BS,4.5246356,51.881302
ROTTERDAM,3069 NJ,4.5536412,51.96512389999999
ROTTERDAM,3065AC,4.5481907,51.9250857
ROTTERDAM,3051JT,4.4754184,51.9462336
ROTTERDAM,3069WN,4.567251,51.965687
ROTTERDAM,3055PM,4.5001453,51.957281
ROTTERDAM,3079HZ,4.5478283,51.8806611
ROTTERDAM,3036PA,4.486078,51.9369136
ROTTERDAM,3037NA,4.470379200000001,51.9387158
ROTTERDAM,3073RA,4.5058622,51.8935762
ROTTERDAM,3038CX,4.4644715,51.93179319999999
ROTTERDAM,3084LV,4.4777326,51.9244201
ROTTERDAM,3065CA,4.5403023,51.92168539999999
ROTTERDAM,3074CC,4.512316,51.89415469999999
ROTTERDAM,3011VL,4.4942313,51.9210658
ROTTERDAM,3086GH,4.4715439,51.873008
ROTTERDAM,3078ZK,4.5324499,51.8935209
ROTTERDAM,3068KK,4.5788878,51.9659293
ROTTERDAM,3039AC,4.467989999999999,51.92968140000001
ROTTERDAM,3042RW,4.4305495,51.9289962
ROTTERDAM,3023 JK,4.4485569,51.9112537
ROTTERDAM,3053EJ,4.4726121,51.9576095
ROTTERDAM,3032HD,4.482704,51.9268113
ROTTERDAM,3033AC,4.4684222,51.9298736
ROTTERDAM,3075TC,4.5088894,51.8873516
ROTTERDAM,3022MG,4.4473345,51.9210597
ROTTERDAM,3036 TJ,4.4855942,51.9356604
ROTTERDAM,3074 RA,4.514383599999999,51.8961656
ROTTERDAM,3056 RE,4.5194163,51.9515822
ROTTERDAM,3063 BV,4.512243,51.9195653
ROTTERDAM,3055EC,4.501400299999999,51.9637264
ROTTERDAM,3055KA,4.5113372,51.95857840000001
ROTTERDAM,3024XH,4.4534218,51.9072475
ROTTERDAM,3042PR,4.4250923,51.9339674
ROTTERDAM,3021NB,4.4568796,51.91150870000001
ROTTERDAM,3015BN,4.465574,51.9134918
ROTTERDAM,3069JX,4.5647495,51.9695796
ROTTERDAM,3079DE,4.5413602,51.8770551
ROTTERDAM,3053PR,4.473690599999999,51.9639549
ROTTERDAM,3022DT,4.4512684,51.9206327
ROTTERDAM,3027SX,4.4325762,51.9157273
ROTTERDAM,3051HV,4.4810151,51.9456746
ROTTERDAM,3069KM,4.5278031,51.963338
ROTTERDAM,3043LE,4.445236299999999,51.9372406
ROTTERDAM,3038JE,4.4678073,51.9378957
ROTTERDAM,3055PE,4.5106588,51.9545734
ROTTERDAM,3069LJ,4.5472737,51.967137
ROTTERDAM,3062PG,4.5269411,51.9202401
ROTTERDAM,3069NE,4.5540832,51.9640484
ROTTERDAM,3061DR,4.4987222,51.92920760000001
ROTTERDAM,3055 XG,4.5134393,51.9529851
ROTTERDAM,3068CV,4.5432196,51.954443
ROTTERDAM,3077WH,4.5412813,51.899023
ROTTERDAM,3056JX,4.5240529,51.9525421
ROTTERDAM,3051HP,4.479549899999999,51.9462026
ROTTERDAM,3037EG,4.478175999999999,51.9371853
ROTTERDAM,3051LC,4.473208,51.94477819999999
ROTTERDAM,3075JS,4.511939,51.8896396
ROTTERDAM,3061 ZB,4.5103274,51.92461160000001
ROTTERDAM,3011GR,4.4825531,51.9191428
ROTTERDAM,3036 HB,4.4850691,51.9342901
ROTTERDAM,3069JC,4.535505,51.9615693
ROTTERDAM,3053NB,4.4752092,51.96297790000001
ROTTERDAM,3045LM,4.4456058999999986,51.93903239999999
ROTTERDAM,3079ZN,4.5608404,51.8791533
ROTTERDAM,3039LD,4.4640777,51.9297317
ROTTERDAM,3068CX,4.5440896,51.9545931
ROTTERDAM,3071NN,4.4903746,51.911814
ROTTERDAM,3086JC,4.4631662,51.8750638
ROTTERDAM,3037VK,4.4716879,51.9372968
ROTTERDAM,3034ZJ,4.5001281,51.93311929999999
ROTTERDAM,3033AH,4.4658868,51.9280111
ROTTERDAM,3022LG,4.4463826,51.9186161
ROTTERDAM,3067AN,4.5480116,51.94090449999999
ROTTERDAM,3011 VZ,4.4844786,51.91664069999999
ROTTERDAM,3061 AG,4.507066399999999,51.9285513
ROTTERDAM,3012HW,4.4762786,51.92031679999999
ROTTERDAM,3067MZ,4.5619557,51.94819409999999
ROTTERDAM,3087EK,4.463230600000001,51.8959722
ROTTERDAM,3066JH,4.5450476,51.9329913
ROTTERDAM,3011XA,4.4874863,51.9166997
ROTTERDAM,3042AR,4.4259647,51.9353318
ROTTERDAM,3024EP,4.4644191,51.90390069999999
ROTTERDAM,3028AG,4.4248188,51.9168685
ROTTERDAM,3191GM,4.3778671,51.86122
ROTTERDAM,3054RP,4.4874116,51.9603573
ROTTERDAM,3053BL,4.4754121,51.9594379
ROTTERDAM,3024BC,4.4581285,51.9073388
ROTTERDAM,3043RM,4.4225386,51.939124
ROTTERDAM,3067DK,4.5612973,51.9428682
ROTTERDAM,3066HJ,4.550835,51.9314236
ROTTERDAM,3075LH,4.520414,51.8878327
ROTTERDAM,3083AM,4.4962094,51.88508090000001
ROTTERDAM,3055NB,4.504910199999999,51.9561663
ROTTERDAM,3061DG,4.5081649,51.9318584
ROTTERDAM,3032AD,4.4797467,51.9278222
ROTTERDAM,3029NE,4.4452279,51.9029664
ROTTERDAM,3023DA,4.4545002,51.9099078
ROTTERDAM,3089RG,4.4202878,51.8957256
ROTTERDAM,3067VA,4.5436448,51.944199
ROTTERDAM,3024NJ,4.4606911,51.9071073
ROTTERDAM,3071ZG,4.5048094,51.9050289
ROTTERDAM,3055WP,4.5031475,51.9651508
ROTTERDAM,3072MH,4.4853581,51.9039554
ROTTERDAM,3032CG,4.481810299999999,51.9278741
ROTTERDAM,3053MB,4.4746365,51.9618049
ROTTERDAM,3068WP,4.5530023,51.9619194
ROTTERDAM,3068HT,4.5629972,51.96198090000001
ROTTERDAM,3056 AK,4.5163439,51.95023810000001
ROTTERDAM,3038NA,4.467301,51.9370558
ROTTERDAM,3071AR,4.5046099,51.90556669999999
ROTTERDAM,3023EC,4.4522273,51.91017739999999
ROTTERDAM,3012 GH,4.4750839,51.9197322
ROTTERDAM,3036CK,4.479523599999999,51.9359913
ROTTERDAM,3059WD,4.581662800000001,51.967791
ROTTERDAM,3039DG,4.458170099999999,51.9348627
ROTTERDAM,3061HA,4.507222,51.93174339999999
ROTTERDAM,3062AG,4.5131745,51.92548679999999
ROTTERDAM,3053XJ,4.4689082,51.9608705
ROTTERDAM,3062JD,4.5146916,51.9214801
ROTTERDAM,3022 BA,4.4535829,51.9176848
ROTTERDAM,3054GC,4.4945889,51.95794910000001
ROTTERDAM,3011RC,4.4904058,51.9233647
ROTTERDAM,3051BC,4.4823943,51.9443549
ROTTERDAM,3083TX,4.4797911,51.886744
ROTTERDAM,3075GG,4.5082214,51.8843714
ROTTERDAM,3059XM,4.583611299999999,51.9865635
ROTTERDAM,3039BC,4.4680744,51.9312372
ROTTERDAM,3083NA,4.482740199999999,51.8874499
ROTTERDAM,3065NH,4.5485444,51.9232726
ROTTERDAM,3071MG,4.5014864,51.9055252
ROTTERDAM,3038NP,4.467602299999999,51.9358357
ROTTERDAM,3011ZW,4.4919867,51.9213633
ROTTERDAM,3069AL,4.557083,51.9647078
ROTTERDAM,3024EG,4.461587,51.9045346
ROTTERDAM,3086RN,4.4620102,51.8705423
ROTTERDAM,3024AD,4.4595334,51.9082757
ROTTERDAM,3062 KT,4.5115658,51.9222389
ROTTERDAM,3063DA,4.5169608,51.9169037
ROTTERDAM,3039LC,4.4650579,51.9301439
ROTTERDAM,3081CL,4.4897295,51.8917102
ROTTERDAM,3067CZ,4.5500964,51.9406317
ROTTERDAM,3085RL,4.4795188,51.8721621
ROTTERDAM,3021CJ,4.458184999999999,51.9200763
ROTTERDAM,3062AD,4.5123918,51.9261102
ROTTERDAM,3012HT,4.4756104,51.9202936
ROTTERDAM,3051 BE,4.4816924,51.9431001
ROTTERDAM,3054EG,4.4919815,51.95810909999999
ROTTERDAM,3011TV,4.4980042,51.9192067
ROTTERDAM,3059TR,4.5948461,51.9843296
ROTTERDAM,3068PZ,4.5772341,51.9664483
ROTTERDAM,3086EK,4.4697882,51.8736505
ROTTERDAM,3065CC,4.540120100000001,51.9213245
ROTTERDAM,3081LP,4.4819784,51.8942665
ROTTERDAM,3039DS,4.4535176,51.9334236
ROTTERDAM,3061JJ,4.503462700000001,51.9314006
ROTTERDAM,3059 SG,4.5950707,51.9880973
ROTTERDAM,3034ZL,4.5012375,51.9336401
ROTTERDAM,3012GS,4.4737015,51.9190833
ROTTERDAM,3068TG,4.557415,51.96328099999999
ROTTERDAM,3061KB,4.504045899999999,51.9320612
ROTTERDAM,3024EE,4.4487061,51.9027156
ROTTERDAM,3061 HH,4.5066982,51.93027439999999
ROTTERDAM,3075AC,4.5014297,51.8877451
ROTTERDAM,3053VT,4.4700856,51.9595044
ROTTERDAM,3023CD,4.4543086,51.91493999999999
ROTTERDAM,3074BW,4.513900599999999,51.8911103
ROTTERDAM,3083DK,4.4861935,51.8876472
ROTTERDAM,3062SH,4.528080399999999,51.9214798
ROTTERDAM,3068LC,4.5633481,51.9603025
ROTTERDAM,3089RL,4.4202316,51.894961
ROTTERDAM,3068TE,4.5561137,51.9628313
ROTTERDAM,3052TD,4.4724929,51.9534648
ROTTERDAM,3055BA,4.4997451999999996,51.9605948
ROTTERDAM,3062JN,4.5154524,51.920479
ROTTERDAM,3054AR,4.4899828,51.9511006
ROTTERDAM,3079XE,4.5594731,51.8792695
ROTTERDAM,3071GC,4.50755,51.9142449
ROTTERDAM,3035 GV,4.4815821,51.9341465
ROTTERDAM,3012GV,4.4748906,51.9192274
ROTTERDAM,3069 DH,4.531429699999999,51.9646858
ROTTERDAM,3045XD,4.4331841,51.9446041
ROTTERDAM,3061XT,4.5089805,51.9213746
ROTTERDAM,3053 NB,4.4752092,51.96297790000001
ROTTERDAM,3066VS,4.5598809,51.9321168
ROTTERDAM,3074 RK,4.513533199999999,51.8965638
ROTTERDAM,3038LH,4.4674054,51.93196
ROTTERDAM,3063TB,4.5192942,51.9089749
ROTTERDAM,3031XD,4.4905542999999994,51.92903769999999
ROTTERDAM,3028EC,4.4204878,51.9161588
ROTTERDAM,3051VK,4.4692904,51.9457365
ROTTERDAM,3082ML,4.4700071,51.8878455
ROTTERDAM,3055ZL,4.505848299999999,51.9565509
ROTTERDAM,3072ET,4.481204099999999,51.8988088
ROTTERDAM,3051HC,4.4800634,51.946701
ROTTERDAM,3039LW,4.4559036,51.9263504
ROTTERDAM,3011DD,4.4837946,51.9246354
ROTTERDAM,3081TN,4.4859798,51.8939647
ROTTERDAM,3025EE,4.4441555,51.9090612
ROTTERDAM,3027RM,4.4345514,51.91648929999999
ROTTERDAM,3025HA,4.448116199999999,51.9093895
ROTTERDAM,3055AB,4.4973848,51.9578265
ROTTERDAM,3061BH,4.5090568,51.9308583
ROTTERDAM,3065SJ,4.5571392,51.92310879999999
ROTTERDAM,3014DA,4.4690669,51.9225168
ROTTERDAM,3062XC,4.5099475,51.9217324
ROTTERDAM,3021BP,4.456103,51.9174261
ROTTERDAM,3054EV,4.4896692,51.9580555
ROTTERDAM,3015ZD,4.460429,51.9106558
ROTTERDAM,3069WS,4.5668668,51.96600790000001
ROTTERDAM,3062 AC,4.5135105,51.9253994
ROTTERDAM,3067MG,4.5588814,51.9468961
ROTTERDAM,3033AD,4.4679347,51.9295372
ROTTERDAM,3062TR,4.5147385,51.9235568
ROTTERDAM,3011LH,4.4877272,51.923542
ROTTERDAM,3043BJ,4.4237971,51.93605119999999
ROTTERDAM,3065EC,4.5579204,51.9225301
ROTTERDAM,3059 LG,4.5888531,51.9799746
ROTTERDAM,3026TR,4.4373083,51.91396779999999
ROTTERDAM,3076LH,4.531130600000001,51.8735294
ROTTERDAM,3035RE,4.4828397,51.93163029999999
ROTTERDAM,3014GS,4.4718615,51.91807120000001
ROTTERDAM,3061ZM,4.5080124,51.92181679999999
ROTTERDAM,3071AT,4.502409,51.908858
ROTTERDAM,3062ZL,4.5232331,51.923323
ROTTERDAM,3037TB,4.4755015,51.9356905
ROTTERDAM,3061TJ,4.5057448,51.92402910000001
ROTTERDAM,3021WX,4.460566,51.9124726
ROTTERDAM,3013CC,4.4770991,51.9250242
ROTTERDAM,3022LD,4.4450144,51.9173108
ROTTERDAM,3039DT,4.453964399999999,51.9329148
ROTTERDAM,3014PK,4.4693549,51.9183843
ROTTERDAM,3023EP,4.4507267,51.9103542
ROTTERDAM,3075JL,4.5138277,51.8881345
ROTTERDAM,3055PL,4.5042806,51.9556313
ROTTERDAM,3024 EA,4.460600299999999,51.9030526
ROTTERDAM,3025TG,4.4456999,51.9095679
ROTTERDAM,3063 SE,4.5234054,51.9098232
ROTTERDAM,3038TA,4.464082299999999,51.9365811
ROTTERDAM,3031AH,4.485593,51.9255751
ROTTERDAM,3076XD,4.528741699999999,51.8761996
ROTTERDAM,3022 RB,4.4464141,51.9191916
ROTTERDAM,3021VN,4.458387699999999,51.9165992
ROTTERDAM,3061ES,4.507693199999999,51.926983
ROTTERDAM,3054 GL,4.4959804,51.9567462
ROTTERDAM,3034 EC,4.4953138,51.9302515
ROTTERDAM,3085ND,4.4840393,51.8762868
ROTTERDAM,3067AV,4.5471118,51.9423542
ROTTERDAM,3025TP,4.4460343,51.9095616
ROTTERDAM,3082HH,4.4646195,51.8849269
ROTTERDAM,3079BG,4.5325445,51.8824295
ROTTERDAM,3037LS,4.469799,51.9386394
ROTTERDAM,3054NV,4.4777326,51.9244201
ROTTERDAM,3061 GX,4.5079875,51.9312638
ROTTERDAM,3079ZD,4.5595833,51.882749
ROTTERDAM,3081NN,4.4869424,51.8952305
ROTTERDAM,3066BS,4.4777326,51.9244201
ROTTERDAM,3071 AW,4.499779699999999,51.9095303
ROTTERDAM,3054BV,4.4917583,51.9561658
ROTTERDAM,3078 JG,4.5442252,51.8931206
ROTTERDAM,3036LA,4.4843114,51.9401539
ROTTERDAM,3062DL,4.5151455,51.925807
ROTTERDAM,3067 DL,4.5655955,51.9448309
ROTTERDAM,3021AJ,4.4575309,51.9214823
ROTTERDAM,3039NJ,4.4664782,51.9303707
ROTTERDAM,3062EH,4.5141341,51.92623099999999
ROTTERDAM,3076JS,4.530450099999999,51.8711334
ROTTERDAM,3063KL,4.5247594,51.90742419999999
ROTTERDAM,3022MD,4.4486511,51.9213578
ROTTERDAM,3061GP,4.5078029,51.9288085
ROTTERDAM,3031WB,4.4859177,51.9289573
ROTTERDAM,3068GE,4.569927499999999,51.9617416
ROTTERDAM,3053NK,4.4765925,51.9614965
ROTTERDAM,3035EP,4.4739501,51.93260429999999
ROTTERDAM,3082DS,4.4645035,51.8927103
ROTTERDAM,3086 ST,4.4608596,51.87071299999999
ROTTERDAM,3066NJ,4.4777326,51.9244201
ROTTERDAM,3053WT,4.4776202,51.95960789999999
ROTTERDAM,3085PR,4.4826048,51.8703432
ROTTERDAM,3062TD,4.5151569,51.9244678
ROTTERDAM,3011 AX,4.4790725,51.9244912
ROTTERDAM,3011 AB,4.4809089,51.91922
ROTTERDAM,3068 KG,4.5797596,51.96599819999999
ROTTERDAM,3067 TW,4.5500394,51.9397864
ROTTERDAM,3023DK,4.450627799999999,51.9095174
ROTTERDAM,3011EN,4.4818652,51.9128813
ROTTERDAM,3069BL,4.5495965,51.9643132
ROTTERDAM,3076AS,4.5255238,51.8804277
ROTTERDAM,3054HC,4.495445999999999,51.95801849999999
ROTTERDAM,3016CB,4.4774768,51.90708559999999
ROTTERDAM,3062EP,4.5159977,51.926092
ROTTERDAM,3038CH,4.4633752,51.9327823
ROTTERDAM,3061GD,4.506754,51.9296546
ROTTERDAM,3011AB,4.4809089,51.91922
ROTTERDAM,3067XA,4.539586799999999,51.9411227
ROTTERDAM,3039SR,4.4577396,51.9338795
ROTTERDAM,3079HA,4.5478663,51.8794029
ROTTERDAM,3051LM,4.4716426,51.9430852
ROTTERDAM,3038ND,4.4667271,51.93667379999999
ROTTERDAM,3026RG,4.4452237,51.9107956
ROTTERDAM,3079CP,4.5352004,51.88330269999999
ROTTERDAM,3028XH,4.4201676,51.9182056
ROTTERDAM,3021LB,4.4616776,51.9156634
ROTTERDAM,3067EK,4.5494694,51.9469552
ROTTERDAM,3065GG,4.5491202,51.9274744
ROTTERDAM,3016AH,4.474779499999999,51.9103816
ROTTERDAM,3053NH,4.476693,51.9615602
ROTTERDAM,3066KG,4.546870699999999,51.9389188
ROTTERDAM,3034WD,4.4901625,51.93045499999999
ROTTERDAM,3068ED,4.554761699999999,51.9619858
ROTTERDAM,3065HG,4.5542266,51.9273039
ROTTERDAM,3035HC,4.484150800000001,51.9343999
ROTTERDAM,3077VL,4.5696214,51.89065739999999
ROTTERDAM,3039LR,4.4611984,51.9290439
ROTTERDAM,3077XP,4.4777326,51.9244201
ROTTERDAM,3011TD,4.4971118,51.9202247
ROTTERDAM,3000DR,4.4777326,51.9244201
ROTTERDAM,3061 XG,4.509752,51.9228096
ROTTERDAM,3066VL,4.5560052,51.9333299
ROTTERDAM,3074EC,4.5105678,51.8966406
ROTTERDAM,3054CV,4.4883429,51.9581712
ROTTERDAM,3068JC,4.5370449,51.95862320000001
ROTTERDAM,3028CA,4.4220309,51.9146973
ROTTERDAM,3053 PP,4.4713594,51.9655278
ROTTERDAM,3053VP,4.4707289,51.9593476
ROTTERDAM,3069RC,4.5414156,51.96294229999999
ROTTERDAM,3086HJ,4.4698312,51.8772374
ROTTERDAM,3051SG,4.4708119,51.9431686
ROTTERDAM,3082CG,4.469211,51.8948236
ROTTERDAM,3075SL,4.5068716,51.8820871
ROTTERDAM,3037LK,4.4697391,51.9387288
ROTTERDAM,3082KR,4.4649918,51.8851905
ROTTERDAM,3053BN,4.4735349,51.9580211
ROTTERDAM,3063 DL,4.514498,51.917227
ROTTERDAM,3016DC,4.4808267,51.90888229999999
ROTTERDAM,3012HH,4.4754133,51.9214067
ROTTERDAM,3033RB,4.4693307,51.9281009
ROTTERDAM,3085WP,4.4975615,51.8747361
ROTTERDAM,3021JN,4.4594594,51.9174976
ROTTERDAM,3069RE,4.5410529,51.9628858
ROTTERDAM,3023DJ,4.451823099999999,51.9093472
ROTTERDAM,3067ZM,4.5621342,51.9471886
ROTTERDAM,3037BS,4.4701822,51.9326918
