"name", "artist", "popularity", "genres", "danceability", "energy", "key", "loudness","mode", "speechiness", "acousticness", "instrumentalness", "liveness", "valence", "tempo","city", "date", "venue"
Pinkham V,Nérija,32,"['indie jazz', 'uk contemporary jazz']",0.477,0.572,0,-7.673,1,0.0488,0.131,0.747,0.106,0.396,132.465,Amsterdam,2020-02-12,"Paradiso Noord, Tolhuistuin"
Riverfest,Nérija,29,"['indie jazz', 'uk contemporary jazz']",0.621,0.683,7,-8.516,0,0.0469,0.0347,0.798,0.197,0.746,102.957,Amsterdam,2020-02-12,"Paradiso Noord, Tolhuistuin"
Blume,Nérija,29,"['indie jazz', 'uk contemporary jazz']",0.4,0.15,7,-14.337,1,0.0315,0.978,0.911,0.0954,0.0384,117.753,Amsterdam,2020-02-12,"Paradiso Noord, Tolhuistuin"
Where It Ends And Begins,Nérija,26,"['indie jazz', 'uk contemporary jazz']",0.389,0.477,7,-8.372,1,0.0409,0.00281,0.225,0.0979,0.183,131.672,Amsterdam,2020-02-12,"Paradiso Noord, Tolhuistuin"
One More Goodbye,Violetta Zironi,44,[],0.547,0.136,10,-9.178,0,0.0394,0.847,0,0.301,0.258,138.116,Amsterdam,2020-02-12,Melkweg Upstairs
Little Wound,Violetta Zironi,38,[],0.469,0.298,7,-5.783,1,0.0285,0.756,0,0.135,0.436,138.413,Amsterdam,2020-02-12,Melkweg Upstairs
Half Moon Lane,Violetta Zironi,36,[],0.518,0.233,11,-8.364,1,0.0402,0.902,1.88e-05,0.102,0.396,156.851,Amsterdam,2020-02-12,Melkweg Upstairs
Oasis,Violetta Zironi,25,[],0.562,0.187,0,-8.498,0,0.038,0.922,7.91e-06,0.168,0.393,115.249,Amsterdam,2020-02-12,Melkweg Upstairs
Hungry to Kill,Violetta Zironi,22,[],0.478,0.555,11,-9.026,0,0.0438,0.435,0.000395,0.193,0.412,149.911,Amsterdam,2020-02-12,Melkweg Upstairs
Glimpse,MOLLY,14,[],0.367,0.446,0,-11.634,1,0.0395,0.295,0.847,0.0923,0.0669,109.861,Amsterdam,2020-02-12,Paradiso
Sun Sun Sun,MOLLY,9,[],0.313,0.585,3,-6.663,1,0.0416,0.000519,0.478,0.143,0.162,114.983,Amsterdam,2020-02-12,Paradiso
The Fountain of Youth,MOLLY,9,[],0.149,0.611,6,-7.439,0,0.0321,0.414,0.672,0.104,0.097,96.441,Amsterdam,2020-02-12,Paradiso
Coming of Age,MOLLY,8,[],0.29,0.545,7,-9.752,1,0.0406,0.0242,0.9,0.093,0.0399,133.011,Amsterdam,2020-02-12,Paradiso
"Weep, Gently Weep - Maps Remix",MOLLY,8,[],0.447,0.756,4,-10.055,0,0.0335,0.0032,0.874,0.553,0.192,170.002,Amsterdam,2020-02-12,Paradiso
Slayer,FFOOSS,11,['dutch indie rock'],0.179,0.926,9,-7.668,0,0.0675,0.00533,0.00495,0.209,0.147,154.038,Amsterdam,2020-02-12,Cinetol
Rocksong,FFOOSS,9,['dutch indie rock'],0.204,0.832,0,-8.089,1,0.0617,3.52e-05,0.0201,0.327,0.255,168.132,Amsterdam,2020-02-12,Cinetol
Gtbt,FFOOSS,9,['dutch indie rock'],0.26,0.94,7,-8.377,1,0.0832,3.22e-05,0.0839,0.262,0.293,153.251,Amsterdam,2020-02-12,Cinetol
Sick of Being 17.,FFOOSS,8,['dutch indie rock'],0.206,0.945,4,-5.155,1,0.178,0.0115,2.88e-05,0.689,0.269,161.016,Amsterdam,2020-02-12,Cinetol
Someone You Loved,Lewis Capaldi,93,"['pop', 'uk pop']",0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,Amsterdam,2020-02-13,AFAS Live
Before You Go,Lewis Capaldi,83,"['pop', 'uk pop']",0.459,0.575,3,-4.858,1,0.0573,0.604,0,0.0885,0.183,111.881,Amsterdam,2020-02-13,AFAS Live
Bruises,Lewis Capaldi,86,"['pop', 'uk pop']",0.736,0.308,4,-7.83,1,0.0677,0.946,0,0.186,0.361,111.202,Amsterdam,2020-02-13,AFAS Live
Hold Me While You Wait,Lewis Capaldi,78,"['pop', 'uk pop']",0.688,0.53,11,-5.507,1,0.0333,0.443,0,0.0995,0.162,106.958,Amsterdam,2020-02-13,AFAS Live
when the party's over - Recorded at Spotify Studios NYC,Lewis Capaldi,75,"['pop', 'uk pop']",0.509,0.183,10,-10.27,1,0.0377,0.946,0,0.0914,0.258,117.354,Amsterdam,2020-02-13,AFAS Live
MyBoi - TroyBoi Remix,Billie Eilish,71,"['bass trap', 'edm', 'electronic trap', 'vapor twitch']",0.879,0.58,2,-4.797,1,0.0883,0.00626,0.0433,0.0653,0.312,92.004,Amsterdam,2020-02-13,Bitterzoet
Do You?,TroyBoi,63,"['bass trap', 'edm', 'electronic trap', 'vapor twitch']",0.827,0.518,10,-8.156,0,0.343,0.164,0.375,0.61,0.584,80.729,Amsterdam,2020-02-13,Bitterzoet
Afterhours feat. Diplo & Nina Sky,TroyBoi,59,"['bass trap', 'edm', 'electronic trap', 'vapor twitch']",0.74,0.831,1,-3.828,1,0.0423,0.089,0,0.0837,0.357,91.026,Amsterdam,2020-02-13,Bitterzoet
"Malokera (feat. Ludmilla, Ty Dolla $ign)",MC Lan,58,"['bass trap', 'edm', 'electronic trap', 'vapor twitch']",0.936,0.829,5,-4.124,1,0.291,0.151,0,0.162,0.622,131.013,Amsterdam,2020-02-13,Bitterzoet
ili,TroyBoi,57,"['bass trap', 'edm', 'electronic trap', 'vapor twitch']",0.634,0.588,9,-6.753,1,0.106,0.0575,0.00231,0.441,0.77,174.006,Amsterdam,2020-02-13,Bitterzoet
The List,Moonchild,48,"['alternative r&b', 'indie jazz', 'indie r&b', 'indie soul', 'neo r&b']",0.436,0.358,9,-12.147,0,0.283,0.85,0.0597,0.19,0.333,82.135,Amsterdam,2020-02-13,"Paradiso Noord, Tolhuistuin"
Back to Me,Moonchild,49,"['alternative r&b', 'indie jazz', 'indie r&b', 'indie soul', 'neo r&b']",0.88,0.22,1,-11.51,0,0.471,0.571,0.0437,0.125,0.812,94.112,Amsterdam,2020-02-13,"Paradiso Noord, Tolhuistuin"
Cure,Moonchild,46,"['alternative r&b', 'indie jazz', 'indie r&b', 'indie soul', 'neo r&b']",0.538,0.296,1,-13.273,1,0.0637,0.372,0.00445,0.361,0.172,85.38,Amsterdam,2020-02-13,"Paradiso Noord, Tolhuistuin"
Too Much to Ask,Moonchild,44,"['alternative r&b', 'indie jazz', 'indie r&b', 'indie soul', 'neo r&b']",0.623,0.27,4,-15.651,1,0.13,0.814,0.0135,0.114,0.194,172.11,Amsterdam,2020-02-13,"Paradiso Noord, Tolhuistuin"
Get To Know It,Moonchild,38,"['alternative r&b', 'indie jazz', 'indie r&b', 'indie soul', 'neo r&b']",0.54,0.571,0,-11.926,1,0.0878,0.0717,0.0579,0.236,0.273,176.06,Amsterdam,2020-02-13,"Paradiso Noord, Tolhuistuin"
There Is No Year,Algiers,44,"['atlanta indie', 'chamber psych']",0.611,0.698,2,-7.487,1,0.0452,0.201,0.0109,0.107,0.71,92.518,Amsterdam,2020-02-13,Paradiso
The Underside of Power,Algiers,42,"['atlanta indie', 'chamber psych']",0.35,0.97,5,-0.358,0,0.0467,0.0462,1.47e-05,0.133,0.239,140.004,Amsterdam,2020-02-13,Paradiso
Dispossession,Algiers,42,"['atlanta indie', 'chamber psych']",0.317,0.752,7,-5.719,0,0.0781,0.162,0,0.159,0.557,88.819,Amsterdam,2020-02-13,Paradiso
Hour Of The Furnaces,Algiers,40,"['atlanta indie', 'chamber psych']",0.464,0.75,2,-7.793,1,0.0399,0.0143,0.000424,0.085,0.207,176.077,Amsterdam,2020-02-13,Paradiso
Blood,Algiers,40,"['atlanta indie', 'chamber psych']",0.284,0.493,6,-8.635,0,0.0299,0.022,0.212,0.117,0.0719,61.965,Amsterdam,2020-02-13,Paradiso
My Heart,Christopher,66,['danish pop'],0.733,0.48,2,-5.828,1,0.0401,0.335,0,0.232,0.488,133.056,Amsterdam,2020-02-13,Melkweg Upstairs
Ghost,Christopher,61,['danish pop'],0.672,0.698,9,-6.873,1,0.0423,0.0522,0,0.319,0.293,141.979,Amsterdam,2020-02-13,Melkweg Upstairs
Let Us Love,Topic,55,['danish pop'],0.705,0.777,8,-5.126,1,0.0314,0.00283,0,0.102,0.567,123.976,Amsterdam,2020-02-13,Melkweg Upstairs
